Date,Category,Amount,Description,Payment Mode,Cashback
2025-04-22,Stationary,350.75,Sheets,Mobile Payment,0.0
2025-04-25,Entertainment,476.02,Concert ticket,Cash,0.0
2025-04-26,Shopping,119.36,Gift purchase,Credit Card,3.49
2025-04-12,Transport,258.27,Parking fee,Bank Transfer,0.0
2025-04-28,Travel,313.84,Mall visit,Credit Card,13.94
2025-04-22,Utilities,436.79,Internet subscription,Debit Card,9.75
2025-04-19,Utilities,204.29,Water bill,Bank Transfer,0.0
2025-04-13,Healthcare,379.17,Eye exam,Debit Card,8.67
2025-04-08,Travel,131.0,Movies,Cash,0.0
2025-04-25,Stationary,351.42,declutter boxes,Cash,0.0
2025-04-10,Investments,471.28,LIC,Debit Card,10.14
2025-04-26,Utilities,261.03,Mobile phone bill,Credit Card,11.2
2025-04-28,Rent,244.76,Monthly rent,Cash,0.0
2025-04-17,Healthcare,289.01,Eye exam,Debit Card,5.93
2025-04-21,Food,203.49,Lunch at restaurant,Cash,0.0
2025-04-23,Shopping,415.18,Online shopping,Debit Card,7.99
2025-04-06,Travel,202.96,South Tour,Bank Transfer,0.0
2025-04-07,Travel,237.76,Hastinapur tour,Credit Card,10.09
2025-04-24,Entertainment,199.66,Concert ticket,Cash,0.0
2025-04-25,Rent,97.87,Monthly rent,Mobile Payment,0.0
2025-04-16,Utilities,46.67,Electricity bill,Credit Card,1.69
2025-04-27,Utilities,491.93,Mobile phone bill,Cash,0.0
2025-04-09,Entertainment,196.52,Books purchase,Debit Card,7.77
2025-04-28,Stationary,34.11,Charts,Debit Card,0.39
2025-04-28,Food,462.88,Weekly groceries,Credit Card,5.31
2025-04-07,Investments,345.0,mutual funds,Credit Card,3.93
2025-04-10,Entertainment,162.57,Dinner and drinks,Debit Card,5.46
2025-04-02,Entertainment,136.47,Dinner and drinks,Bank Transfer,0.0
2025-04-20,Shopping,197.44,Shopping for accessories,Bank Transfer,0.0
2025-04-03,Travel,396.17,Mall visit,Bank Transfer,0.0
2025-04-23,Shopping,104.52,Online shopping,Credit Card,1.11
2025-04-15,Investments,84.6,mutual funds,Cash,0.0
2025-04-08,Utilities,28.91,Cable TV subscription,Credit Card,1.15
2025-04-03,Investments,350.44,LIC,Bank Transfer,0.0
2025-04-20,Rent,70.68,Room rent payment,Cash,0.0
2025-04-20,Entertainment,117.22,Video games,Bank Transfer,0.0
2025-04-08,Utilities,35.46,Water bill,Debit Card,1.21
2025-04-10,Transport,92.62,Car repair,Cash,0.0
2025-04-28,Entertainment,276.79,Video games,Bank Transfer,0.0
2025-04-15,Stationary,355.63,Charts,Credit Card,5.68
2025-04-04,Utilities,352.35,Internet subscription,Bank Transfer,0.0
2025-04-05,Healthcare,78.81,Eye exam,Cash,0.0
2025-04-27,Entertainment,257.4,Books purchase,Debit Card,6.91
2025-04-03,Utilities,211.34,Mobile phone bill,Debit Card,4.18
2025-04-26,Investments,141.7,mutual funds,Debit Card,3.41
2025-04-30,Rent,276.9,Room rent payment,Mobile Payment,0.0
2025-04-08,Shopping,363.32,Bought electronics,Cash,0.0
2025-04-26,Food,20.45,Bought snacks,Mobile Payment,0.0
2025-04-22,Transport,148.57,Car repair,Mobile Payment,0.0
2025-04-12,Rent,482.73,Room rent payment,Cash,0.0
2025-04-25,Stationary,127.67,declutter boxes,Cash,0.0
2025-04-19,Utilities,491.8,Cable TV subscription,Mobile Payment,0.0
2025-04-08,Travel,11.96,South Tour,Cash,0.0
2025-04-30,Investments,300.74,stocks,Cash,0.0
2025-04-01,Shopping,388.96,Gift purchase,Debit Card,14.61
2025-04-27,Utilities,472.88,Gas bill,Mobile Payment,0.0
2025-04-09,Shopping,15.25,Bought electronics,Credit Card,0.38
2025-04-02,Food,418.52,Weekly groceries,Cash,0.0
2025-04-01,Transport,154.88,Public transport ticket,Bank Transfer,0.0
2025-04-15,Entertainment,319.87,Dinner and drinks,Credit Card,5.31
2025-04-12,Rent,217.41,Monthly rent,Credit Card,9.11
2025-04-08,Entertainment,489.24,Books purchase,Mobile Payment,0.0
2025-04-25,Transport,290.36,Train fare,Cash,0.0
2025-04-16,Food,176.15,Bought snacks,Mobile Payment,0.0
2025-04-01,Rent,327.54,Monthly rent,Mobile Payment,0.0
2025-04-28,Utilities,432.77,Internet subscription,Bank Transfer,0.0
2025-04-12,Stationary,56.65,Sketch Pens,Mobile Payment,0.0
2025-04-28,Entertainment,365.78,Books purchase,Mobile Payment,0.0
2025-04-19,Food,61.58,Bought snacks,Credit Card,2.74
2025-04-18,Stationary,32.32,Pens,Credit Card,1.33
2025-04-29,Utilities,179.09,Gas bill,Credit Card,5.98
2025-04-07,Healthcare,173.11,Dental check-up,Cash,0.0
2025-04-09,Transport,468.01,Parking fee,Debit Card,10.56
2025-04-02,Utilities,273.52,Electricity bill,Credit Card,8.47
2025-04-28,Investments,62.26,stocks,Bank Transfer,0.0
2025-04-27,Transport,196.88,Public transport ticket,Debit Card,2.31
2025-04-06,Travel,475.4,South Tour,Debit Card,13.95
2025-04-05,Stationary,297.36,declutter boxes,Debit Card,14.59
2025-04-01,Transport,120.49,Car repair,Cash,0.0
2025-04-14,Entertainment,304.67,Theatre show,Debit Card,10.1
2025-04-19,Stationary,288.69,Sketch Pens,Credit Card,10.69
2025-04-21,Healthcare,360.01,Dental check-up,Debit Card,5.92
2025-04-26,Food,68.29,Fast food meal,Mobile Payment,0.0
2025-04-13,Shopping,10.95,New shoes,Cash,0.0
2025-04-13,Entertainment,266.53,Movie ticket,Credit Card,10.6
2025-04-17,Utilities,76.42,Electricity bill,Debit Card,1.37
2025-04-27,Travel,372.95,Sunday picnic,Cash,0.0
2025-04-17,Healthcare,485.98,Dental check-up,Credit Card,15.46
2025-04-03,Rent,379.38,House rent payment,Debit Card,5.1
2025-04-17,Shopping,47.55,Gift purchase,Debit Card,0.9
2025-04-19,Travel,313.14,Sunday picnic,Mobile Payment,0.0
2025-04-23,Transport,331.22,Public transport ticket,Debit Card,10.68
2025-04-02,Stationary,468.01,Sheets,Credit Card,14.42
2025-04-11,Investments,229.03,SIP,Mobile Payment,0.0
2025-04-29,Stationary,271.46,declutter boxes,Mobile Payment,0.0
2025-04-21,Rent,136.21,House rent payment,Credit Card,4.94
2025-04-24,Healthcare,479.65,Prescription glasses,Credit Card,19.5
2025-04-27,Food,33.81,Dinner delivery,Bank Transfer,0.0
2025-04-20,Stationary,414.34,Charts,Mobile Payment,0.0
2025-04-05,Shopping,441.14,Online shopping,Cash,0.0
2025-04-21,Rent,231.86,Apartment rent,Credit Card,7.3
2025-04-15,Entertainment,361.1,Theatre show,Cash,0.0
2025-04-09,Healthcare,309.24,Doctor visit,Mobile Payment,0.0
2025-04-25,Investments,301.88,LIC,Mobile Payment,0.0
2025-04-11,Stationary,364.26,Sketch Pens,Debit Card,6.5
2025-04-26,Entertainment,354.92,Streaming subscription,Credit Card,14.53
2025-04-01,Utilities,53.97,Cable TV subscription,Mobile Payment,0.0
2025-04-19,Shopping,129.79,Bought electronics,Bank Transfer,0.0
2025-04-02,Stationary,220.99,Sheets,Mobile Payment,0.0
2025-04-23,Utilities,353.22,Electricity bill,Credit Card,7.32
2025-04-18,Shopping,320.31,Clothing purchase,Cash,0.0
2025-04-17,Rent,134.3,House rent payment,Debit Card,6.48
2025-04-13,Healthcare,52.42,Prescription glasses,Credit Card,1.22
2025-04-09,Entertainment,353.24,Books purchase,Debit Card,11.22
2025-04-15,Transport,289.89,Uber ride,Mobile Payment,0.0
2025-04-01,Transport,192.45,Taxi fare,Credit Card,3.07
2025-04-13,Entertainment,312.89,Streaming subscription,Credit Card,3.64
2025-04-03,Stationary,260.72,declutter boxes,Debit Card,8.08
2025-04-11,Transport,90.66,Car repair,Cash,0.0
2025-04-05,Shopping,441.74,New shoes,Bank Transfer,0.0
2025-05-15,Utilities,16.98,Internet subscription,Cash,0.0
2025-05-28,Rent,114.85,Room rent payment,Credit Card,6.08
2025-05-08,Utilities,275.39,Water bill,Cash,0.0
2025-05-25,Stationary,216.32,Sheets,Debit Card,14.19
2025-05-17,Food,5.75,Coffee at café,Cash,0.0
2025-05-19,Stationary,143.97,Charts,Debit Card,5.3
2025-05-08,Shopping,499.29,Clothing purchase,Debit Card,16.66
2025-05-22,Transport,355.32,Public transport ticket,Debit Card,26.69
2025-05-05,Entertainment,232.11,Video games,Debit Card,9.3
2025-05-26,Investments,47.56,mutual funds,Mobile Payment,0.0
2025-05-19,Investments,390.87,mutual funds,Credit Card,33.38
2025-05-30,Rent,251.02,Monthly rent,Mobile Payment,0.0
2025-05-30,Shopping,284.81,New shoes,Bank Transfer,0.0
2025-05-07,Food,103.6,Grocery shopping,Mobile Payment,0.0
2025-05-08,Healthcare,228.31,Dental check-up,Mobile Payment,0.0
2025-05-27,Utilities,311.52,Electricity bill,Bank Transfer,0.0
2025-05-06,Shopping,388.27,Shopping for accessories,Cash,0.0
2025-05-18,Shopping,392.13,Gift purchase,Debit Card,15.57
2025-05-13,Transport,271.71,Uber ride,Credit Card,15.14
2025-05-23,Transport,86.59,Car repair,Bank Transfer,0.0
2025-05-04,Travel,218.46,South Tour,Mobile Payment,0.0
2025-05-27,Stationary,219.86,Sketch Pens,Debit Card,7.72
2025-05-26,Healthcare,299.74,Medicine purchase,Mobile Payment,0.0
2025-05-27,Entertainment,227.74,Books purchase,Credit Card,17.81
2025-05-24,Rent,100.27,Monthly rent,Mobile Payment,0.0
2025-05-24,Travel,416.55,South Tour,Bank Transfer,0.0
2025-05-15,Entertainment,274.25,Concert ticket,Cash,0.0
2025-05-02,Food,216.06,Coffee at café,Mobile Payment,0.0
2025-05-18,Transport,486.24,Public transport ticket,Mobile Payment,0.0
2025-05-15,Stationary,285.89,Sketch Pens,Credit Card,16.09
2025-05-26,Entertainment,364.7,Dinner and drinks,Cash,0.0
2025-05-24,Utilities,190.14,Water bill,Bank Transfer,0.0
2025-05-24,Rent,484.59,Room rent payment,Credit Card,16.95
2025-05-18,Rent,53.41,Apartment rent,Credit Card,4.6
2025-05-10,Utilities,207.08,Cable TV subscription,Bank Transfer,0.0
2025-05-24,Entertainment,140.62,Concert ticket,Cash,0.0
2025-05-21,Travel,461.38,Hastinapur tour,Debit Card,28.31
2025-05-06,Stationary,431.29,declutter boxes,Bank Transfer,0.0
2025-05-23,Transport,354.81,Gas station refill,Debit Card,13.41
2025-05-14,Healthcare,273.43,Gym membership,Mobile Payment,0.0
2025-05-29,Healthcare,405.18,Doctor visit,Mobile Payment,0.0
2025-05-22,Entertainment,347.11,Books purchase,Bank Transfer,0.0
2025-05-02,Rent,432.16,Room rent payment,Mobile Payment,0.0
2025-05-08,Food,85.18,Lunch at restaurant,Bank Transfer,0.0
2025-05-19,Transport,144.41,Train fare,Bank Transfer,0.0
2025-05-30,Transport,156.69,Car repair,Bank Transfer,0.0
2025-05-24,Healthcare,100.83,Doctor visit,Mobile Payment,0.0
2025-05-26,Rent,121.86,Apartment rent,Debit Card,10.53
2025-05-16,Entertainment,459.25,Concert ticket,Debit Card,30.38
2025-05-14,Travel,421.41,Sunday picnic,Bank Transfer,0.0
2025-05-25,Healthcare,107.39,Health insurance,Bank Transfer,0.0
2025-05-08,Entertainment,355.81,Concert ticket,Debit Card,22.87
2025-05-15,Stationary,130.46,Sketch Pens,Credit Card,11.71
2025-05-14,Investments,207.54,stocks,Mobile Payment,0.0
2025-05-15,Stationary,376.15,declutter boxes,Bank Transfer,0.0
2025-05-17,Stationary,69.01,Sketch Pens,Credit Card,2.97
2025-05-11,Shopping,320.58,Home decor,Mobile Payment,0.0
2025-05-21,Shopping,149.44,New shoes,Credit Card,12.33
2025-05-10,Investments,152.98,stocks,Cash,0.0
2025-05-29,Utilities,435.6,Water bill,Cash,0.0
2025-05-14,Travel,443.03,Mall visit,Credit Card,29.64
2025-05-18,Stationary,407.93,Pens,Debit Card,10.43
2025-05-24,Investments,474.35,stocks,Mobile Payment,0.0
2025-05-27,Transport,36.3,Parking fee,Mobile Payment,0.0
2025-05-10,Investments,217.79,SIP,Bank Transfer,0.0
2025-05-04,Healthcare,310.62,Dental check-up,Credit Card,9.78
2025-05-07,Shopping,423.27,Shopping for accessories,Cash,0.0
2025-05-04,Food,42.31,Dinner delivery,Mobile Payment,0.0
2025-05-23,Transport,446.3,Taxi fare,Bank Transfer,0.0
2025-05-08,Travel,75.9,Movies,Debit Card,2.4
2025-05-08,Healthcare,157.61,Eye exam,Mobile Payment,0.0
2025-05-19,Rent,191.25,Apartment rent,Bank Transfer,0.0
2025-05-09,Investments,410.56,SIP,Bank Transfer,0.0
2025-05-23,Transport,428.62,Car repair,Credit Card,24.02
2025-05-16,Food,304.76,Lunch at restaurant,Credit Card,3.15
2025-05-27,Stationary,179.93,Charts,Mobile Payment,0.0
2025-05-27,Investments,237.88,SIP,Credit Card,20.39
2025-05-21,Travel,257.39,Sunday picnic,Bank Transfer,0.0
2025-05-07,Stationary,370.45,Charts,Cash,0.0
2025-05-25,Food,98.64,Bought snacks,Bank Transfer,0.0
2025-05-09,Travel,195.85,Hastinapur tour,Mobile Payment,0.0
2025-05-19,Food,401.72,Lunch at restaurant,Bank Transfer,0.0
2025-05-03,Stationary,248.83,Charts,Cash,0.0
2025-05-14,Stationary,224.91,Sheets,Mobile Payment,0.0
2025-05-21,Rent,50.4,Apartment rent,Credit Card,0.6
2025-05-25,Travel,401.6,Movies,Bank Transfer,0.0
2025-05-01,Stationary,236.49,Charts,Mobile Payment,0.0
2025-05-20,Shopping,283.27,Shopping for accessories,Credit Card,11.38
2025-05-16,Transport,84.38,Uber ride,Bank Transfer,0.0
2025-05-17,Transport,267.38,Car repair,Bank Transfer,0.0
2025-05-25,Shopping,42.48,Online shopping,Cash,0.0
2025-05-03,Travel,189.55,Hastinapur tour,Debit Card,5.99
2025-05-26,Entertainment,363.58,Theatre show,Mobile Payment,0.0
2025-05-30,Stationary,260.59,declutter boxes,Credit Card,9.02
2025-05-15,Transport,150.48,Car repair,Credit Card,4.5
2025-05-02,Travel,204.63,Sunday picnic,Bank Transfer,0.0
2025-05-04,Travel,419.33,South Tour,Cash,0.0
2025-05-18,Stationary,6.27,Charts,Mobile Payment,0.0
2025-05-10,Food,84.29,Bought snacks,Debit Card,2.05
2025-05-01,Healthcare,436.3,Doctor visit,Mobile Payment,0.0
2025-05-12,Travel,254.22,Hastinapur tour,Cash,0.0
2025-05-03,Investments,330.0,mutual funds,Mobile Payment,0.0
2025-05-15,Transport,334.12,Public transport ticket,Credit Card,5.03
2025-05-21,Transport,305.2,Gas station refill,Credit Card,25.94
2025-05-03,Stationary,316.69,Sketch Pens,Debit Card,7.49
2025-05-10,Food,208.66,Coffee at café,Debit Card,18.49
2025-05-06,Rent,410.14,Apartment rent,Cash,0.0
2025-05-25,Stationary,315.91,Sheets,Mobile Payment,0.0
2025-05-09,Shopping,167.59,New shoes,Bank Transfer,0.0
2025-05-02,Transport,300.87,Train fare,Mobile Payment,0.0
2025-05-16,Entertainment,412.86,Movie ticket,Credit Card,25.78
2025-05-06,Healthcare,92.83,Health insurance,Cash,0.0
2025-05-02,Investments,386.83,stocks,Credit Card,13.36
2025-05-15,Entertainment,117.3,Movie ticket,Credit Card,3.1
2025-05-13,Transport,483.08,Gas station refill,Bank Transfer,0.0
2025-05-18,Utilities,430.46,Water bill,Cash,0.0
2025-05-11,Transport,214.81,Car repair,Bank Transfer,0.0
2025-05-26,Stationary,279.71,Sketch Pens,Credit Card,4.38
2025-05-13,Shopping,365.15,Shopping for accessories,Mobile Payment,0.0
2025-05-29,Entertainment,96.99,Video games,Mobile Payment,0.0
2025-05-07,Rent,363.71,Room rent payment,Debit Card,22.89
2025-05-27,Entertainment,335.64,Books purchase,Bank Transfer,0.0
2025-05-26,Transport,135.4,Car repair,Bank Transfer,0.0
2025-06-03,Travel,216.88,Hastinapur tour,Bank Transfer,0.0
2025-06-11,Transport,14.31,Uber ride,Credit Card,0.73
2025-06-02,Utilities,39.6,Gas bill,Debit Card,1.3
2025-06-07,Entertainment,366.86,Movie ticket,Bank Transfer,0.0
2025-06-08,Travel,34.94,Mall visit,Credit Card,0.77
2025-06-28,Travel,27.84,Movies,Mobile Payment,0.0
2025-06-05,Utilities,462.48,Internet subscription,Debit Card,33.45
2025-06-25,Utilities,452.79,Gas bill,Mobile Payment,0.0
2025-06-13,Rent,449.32,House rent payment,Debit Card,35.74
2025-06-30,Investments,57.3,SIP,Cash,0.0
2025-06-30,Travel,29.81,Hastinapur tour,Debit Card,1.26
2025-06-29,Stationary,288.71,Sheets,Cash,0.0
2025-06-25,Healthcare,47.35,Prescription glasses,Cash,0.0
2025-06-29,Shopping,251.3,Gift purchase,Cash,0.0
2025-06-19,Stationary,132.27,Sketch Pens,Debit Card,4.41
2025-06-11,Healthcare,41.88,Doctor visit,Debit Card,0.9
2025-06-23,Stationary,373.98,Pens,Credit Card,12.49
2025-06-21,Travel,335.46,Mall visit,Credit Card,17.53
2025-06-19,Utilities,216.24,Water bill,Cash,0.0
2025-06-12,Transport,327.06,Public transport ticket,Mobile Payment,0.0
2025-06-15,Shopping,423.69,Online shopping,Mobile Payment,0.0
2025-06-04,Stationary,297.29,Charts,Credit Card,7.39
2025-06-17,Transport,388.82,Public transport ticket,Bank Transfer,0.0
2025-06-24,Shopping,247.28,Clothing purchase,Cash,0.0
2025-06-10,Rent,234.3,Monthly rent,Bank Transfer,0.0
2025-06-10,Healthcare,390.63,Prescription glasses,Mobile Payment,0.0
2025-06-13,Travel,51.16,South Tour,Cash,0.0
2025-06-07,Healthcare,200.7,Medicine purchase,Credit Card,9.33
2025-06-11,Rent,200.29,Monthly rent,Bank Transfer,0.0
2025-06-23,Shopping,82.09,Online shopping,Cash,0.0
2025-06-28,Transport,185.43,Train fare,Debit Card,11.58
2025-06-20,Stationary,295.7,Sheets,Bank Transfer,0.0
2025-06-01,Rent,30.07,Monthly rent,Cash,0.0
2025-06-12,Entertainment,338.51,Books purchase,Debit Card,7.91
2025-06-11,Utilities,249.93,Internet subscription,Bank Transfer,0.0
2025-06-06,Rent,54.33,Apartment rent,Mobile Payment,0.0
2025-06-10,Travel,109.18,Mall visit,Bank Transfer,0.0
2025-06-03,Stationary,260.77,Sketch Pens,Debit Card,9.97
2025-06-26,Entertainment,357.28,Dinner and drinks,Credit Card,4.03
2025-06-05,Healthcare,179.33,Dental check-up,Mobile Payment,0.0
2025-06-30,Healthcare,388.06,Eye exam,Mobile Payment,0.0
2025-06-28,Entertainment,98.31,Dinner and drinks,Debit Card,4.89
2025-06-14,Travel,68.34,Hastinapur tour,Bank Transfer,0.0
2025-06-08,Investments,167.4,mutual funds,Mobile Payment,0.0
2025-06-29,Shopping,21.96,Shopping for accessories,Mobile Payment,0.0
2025-06-15,Investments,55.78,mutual funds,Mobile Payment,0.0
2025-06-06,Utilities,373.46,Mobile phone bill,Debit Card,6.17
2025-06-26,Rent,137.79,Monthly rent,Bank Transfer,0.0
2025-06-21,Investments,301.16,LIC,Credit Card,12.41
2025-06-02,Healthcare,324.45,Dental check-up,Debit Card,21.33
2025-06-02,Investments,118.62,mutual funds,Credit Card,1.56
2025-06-03,Investments,498.4,LIC,Debit Card,30.95
2025-06-22,Entertainment,125.05,Video games,Bank Transfer,0.0
2025-06-21,Healthcare,197.45,Health insurance,Debit Card,13.93
2025-06-02,Food,436.68,Bought snacks,Cash,0.0
2025-06-27,Travel,428.32,Hastinapur tour,Debit Card,11.8
2025-06-10,Transport,225.34,Car repair,Debit Card,7.78
2025-06-03,Stationary,358.78,Sketch Pens,Mobile Payment,0.0
2025-06-18,Stationary,422.89,declutter boxes,Credit Card,27.49
2025-06-22,Entertainment,25.39,Dinner and drinks,Bank Transfer,0.0
2025-06-14,Travel,187.07,Hastinapur tour,Credit Card,14.89
2025-06-03,Rent,246.72,House rent payment,Credit Card,19.26
2025-06-04,Transport,123.12,Train fare,Cash,0.0
2025-06-12,Entertainment,189.86,Concert ticket,Bank Transfer,0.0
2025-06-15,Transport,486.01,Parking fee,Bank Transfer,0.0
2025-06-21,Rent,203.4,Apartment rent,Debit Card,9.35
2025-06-26,Rent,195.81,House rent payment,Cash,0.0
2025-06-27,Utilities,442.92,Electricity bill,Credit Card,13.61
2025-06-10,Healthcare,247.37,Medicine purchase,Credit Card,4.2
2025-06-09,Investments,333.23,mutual funds,Bank Transfer,0.0
2025-06-24,Entertainment,181.26,Dinner and drinks,Credit Card,6.56
2025-06-17,Transport,242.19,Parking fee,Bank Transfer,0.0
2025-06-11,Travel,323.74,Hastinapur tour,Cash,0.0
2025-06-11,Travel,161.86,Mall visit,Cash,0.0
2025-06-12,Entertainment,134.58,Books purchase,Mobile Payment,0.0
2025-06-16,Rent,206.41,Room rent payment,Bank Transfer,0.0
2025-06-27,Stationary,153.24,Sketch Pens,Bank Transfer,0.0
2025-06-21,Stationary,383.87,Sketch Pens,Cash,0.0
2025-06-30,Rent,173.99,Room rent payment,Bank Transfer,0.0
2025-06-05,Transport,212.59,Taxi fare,Mobile Payment,0.0
2025-06-29,Travel,231.63,Hastinapur tour,Cash,0.0
2025-06-27,Entertainment,391.26,Streaming subscription,Mobile Payment,0.0
2025-06-16,Transport,347.56,Taxi fare,Mobile Payment,0.0
2025-06-27,Utilities,470.17,Water bill,Debit Card,7.94
2025-06-28,Food,183.32,Lunch at restaurant,Mobile Payment,0.0
2025-06-29,Stationary,41.43,Sketch Pens,Cash,0.0
2025-06-20,Shopping,476.2,New shoes,Mobile Payment,0.0
2025-06-28,Travel,474.92,Mall visit,Bank Transfer,0.0
2025-06-07,Travel,448.87,Sunday picnic,Cash,0.0
2025-06-18,Entertainment,247.05,Dinner and drinks,Mobile Payment,0.0
2025-06-01,Stationary,95.1,Sketch Pens,Cash,0.0
2025-06-20,Investments,169.03,mutual funds,Credit Card,6.72
2025-06-10,Stationary,291.78,Sheets,Bank Transfer,0.0
2025-06-01,Healthcare,397.95,Dental check-up,Credit Card,6.25
2025-06-14,Utilities,420.98,Mobile phone bill,Cash,0.0
2025-06-04,Entertainment,164.58,Dinner and drinks,Bank Transfer,0.0
2025-06-27,Entertainment,18.77,Movie ticket,Cash,0.0
2025-06-27,Entertainment,334.15,Movie ticket,Debit Card,7.04
2025-06-18,Utilities,144.22,Electricity bill,Credit Card,9.86
2025-06-15,Healthcare,438.74,Medicine purchase,Bank Transfer,0.0
2025-06-23,Travel,377.6,Mall visit,Credit Card,14.61
2025-06-18,Travel,16.76,Movies,Bank Transfer,0.0
2025-06-25,Travel,133.53,Mall visit,Debit Card,9.09
2025-06-08,Rent,335.62,Room rent payment,Mobile Payment,0.0
2025-06-17,Transport,70.67,Car repair,Mobile Payment,0.0
2025-06-27,Food,324.27,Coffee at café,Debit Card,19.07
2025-06-12,Stationary,46.39,Charts,Debit Card,2.25
2025-06-04,Transport,17.6,Taxi fare,Cash,0.0
2025-06-19,Food,34.3,Lunch at restaurant,Bank Transfer,0.0
2025-06-30,Travel,332.5,Sunday picnic,Debit Card,21.76
2025-06-01,Travel,456.11,Hastinapur tour,Cash,0.0
2025-06-23,Investments,196.94,stocks,Debit Card,4.87
2025-06-04,Healthcare,119.9,Medicine purchase,Cash,0.0
2025-06-16,Food,392.81,Weekly groceries,Credit Card,28.11
2025-06-02,Food,179.39,Grocery shopping,Debit Card,13.81
2025-06-25,Stationary,486.02,Sketch Pens,Credit Card,31.91
2025-06-02,Travel,17.81,Movies,Credit Card,0.42
2025-06-29,Healthcare,101.13,Dental check-up,Mobile Payment,0.0
2025-06-13,Travel,221.98,Mall visit,Mobile Payment,0.0
2025-06-11,Entertainment,303.43,Theatre show,Cash,0.0
2025-06-22,Entertainment,454.92,Theatre show,Cash,0.0
2025-06-16,Healthcare,435.89,Gym membership,Mobile Payment,0.0
2025-06-07,Investments,54.46,stocks,Mobile Payment,0.0
2025-06-27,Investments,324.91,mutual funds,Credit Card,3.31
2025-06-17,Food,131.88,Weekly groceries,Bank Transfer,0.0
2025-06-19,Utilities,177.46,Mobile phone bill,Mobile Payment,0.0
2025-06-10,Healthcare,376.68,Doctor visit,Mobile Payment,0.0
2025-06-12,Shopping,117.22,Shopping for accessories,Credit Card,8.29
2025-06-16,Food,326.0,Coffee at café,Bank Transfer,0.0
2025-06-19,Utilities,328.97,Cable TV subscription,Mobile Payment,0.0
2025-06-02,Shopping,326.06,Home decor,Credit Card,23.31
2025-06-25,Healthcare,449.36,Gym membership,Debit Card,32.89
2025-06-19,Shopping,496.81,Gift purchase,Credit Card,23.9
2025-06-04,Healthcare,111.02,Medicine purchase,Bank Transfer,0.0
2025-06-19,Shopping,306.59,New shoes,Debit Card,19.64
2025-06-24,Entertainment,219.51,Theatre show,Mobile Payment,0.0
2025-06-17,Utilities,168.53,Electricity bill,Bank Transfer,0.0
2025-07-02,Stationary,283.02,Sheets,Credit Card,12.69
2025-07-27,Transport,448.12,Uber ride,Credit Card,6.22
2025-07-03,Investments,71.63,mutual funds,Cash,0.0
2025-07-02,Entertainment,109.79,Streaming subscription,Bank Transfer,0.0
2025-07-20,Entertainment,428.96,Streaming subscription,Bank Transfer,0.0
2025-07-14,Investments,197.57,SIP,Credit Card,8.51
2025-07-13,Investments,313.93,LIC,Credit Card,13.32
2025-07-24,Transport,121.47,Public transport ticket,Cash,0.0
2025-07-14,Rent,191.83,Monthly rent,Cash,0.0
2025-07-23,Shopping,415.54,Bought electronics,Bank Transfer,0.0
2025-07-05,Shopping,470.37,Bought electronics,Cash,0.0
2025-07-16,Travel,398.26,Hastinapur tour,Cash,0.0
2025-07-24,Healthcare,146.9,Medicine purchase,Mobile Payment,0.0
2025-07-27,Healthcare,115.16,Health insurance,Bank Transfer,0.0
2025-07-03,Travel,41.52,Movies,Cash,0.0
2025-07-12,Investments,23.35,mutual funds,Mobile Payment,0.0
2025-07-19,Transport,98.7,Public transport ticket,Debit Card,1.63
2025-07-27,Rent,308.11,Monthly rent,Debit Card,9.78
2025-07-04,Shopping,155.27,Bought electronics,Debit Card,5.65
2025-07-30,Travel,16.45,Hastinapur tour,Cash,0.0
2025-07-04,Rent,100.01,Room rent payment,Cash,0.0
2025-07-05,Travel,329.21,South Tour,Mobile Payment,0.0
2025-07-16,Transport,130.07,Uber ride,Debit Card,1.74
2025-07-29,Transport,463.12,Taxi fare,Mobile Payment,0.0
2025-07-01,Transport,313.9,Uber ride,Mobile Payment,0.0
2025-07-11,Rent,362.15,Apartment rent,Bank Transfer,0.0
2025-07-16,Shopping,129.28,New shoes,Cash,0.0
2025-07-17,Rent,71.93,Monthly rent,Credit Card,3.13
2025-07-28,Shopping,235.66,New shoes,Mobile Payment,0.0
2025-07-04,Transport,351.82,Gas station refill,Cash,0.0
2025-07-06,Transport,140.67,Parking fee,Credit Card,1.48
2025-07-18,Travel,5.05,Sunday picnic,Mobile Payment,0.0
2025-07-31,Food,56.66,Weekly groceries,Debit Card,2.38
2025-07-11,Food,374.95,Weekly groceries,Credit Card,6.18
2025-07-07,Rent,70.67,Room rent payment,Cash,0.0
2025-07-02,Travel,351.06,South Tour,Debit Card,11.67
2025-07-23,Food,410.32,Weekly groceries,Credit Card,5.51
2025-07-25,Travel,438.35,Mall visit,Credit Card,17.51
2025-07-01,Shopping,38.69,Home decor,Debit Card,1.46
2025-07-23,Investments,135.68,mutual funds,Cash,0.0
2025-07-11,Stationary,236.73,Sheets,Credit Card,7.64
2025-07-17,Healthcare,109.52,Health insurance,Credit Card,2.69
2025-07-19,Entertainment,115.72,Video games,Mobile Payment,0.0
2025-07-21,Rent,81.5,Room rent payment,Mobile Payment,0.0
2025-07-16,Travel,480.4,South Tour,Mobile Payment,0.0
2025-07-15,Utilities,493.16,Internet subscription,Debit Card,21.82
2025-07-02,Utilities,404.75,Internet subscription,Debit Card,19.34
